date,state,disease_name,new_cases,new_deaths,new_vaccinations,tests_performed,positive_rate,hospitalized_patients,icu_patients,mobility_index,temperature,humidity,population_density,data_confidence,r0_estimate,incubation_days,infectious_days
2026-03-08,Karnataka,Disease_X_NRP2026,0,0,0,185,0.0,0,0,66.01,29.4,63.5,1426,probable,2.86,4,6
2026-03-09,Karnataka,Disease_X_NRP2026,0,0,0,190,0.0,0,0,66.68,27.3,65.7,1426,probable,2.86,4,6
2026-03-10,Karnataka,Disease_X_NRP2026,0,0,0,216,0.0,0,0,66.53,28.2,65.4,1426,probable,2.86,4,6
2026-03-11,Karnataka,Disease_X_NRP2026,0,0,0,184,0.0,0,0,65.36,28.1,66.1,1426,probable,2.86,4,6
2026-03-12,Karnataka,Disease_X_NRP2026,1,0,0,163,0.0061,0,0,65.69,27.6,62.9,1426,confirmed,2.86,4,6
2026-03-13,Karnataka,Disease_X_NRP2026,0,0,0,197,0.0,0,0,64.34,28.3,65.9,1426,probable,2.86,4,6
2026-03-14,Karnataka,Disease_X_NRP2026,1,0,0,216,0.0046,0,0,65.08,28.5,62.7,1426,confirmed,2.86,4,6
2026-03-15,Karnataka,Disease_X_NRP2026,0,0,0,167,0.0,0,0,67.2,28.3,61.5,1426,probable,2.86,4,6
2026-03-16,Karnataka,Disease_X_NRP2026,0,0,0,236,0.0,0,0,67.26,27.8,66.0,1426,probable,2.86,4,6
2026-03-17,Karnataka,Disease_X_NRP2026,0,0,0,204,0.0,0,0,67.45,28.4,62.1,1426,probable,2.86,4,6
2026-03-18,Karnataka,Disease_X_NRP2026,0,0,0,187,0.0,0,0,64.79,27.2,65.8,1426,probable,2.86,4,6
2026-03-19,Karnataka,Disease_X_NRP2026,0,0,0,188,0.0,0,0,65.42,27.1,66.2,1426,probable,2.86,4,6
2026-03-20,Karnataka,Disease_X_NRP2026,1,0,0,174,0.0057,0,0,64.14,27.1,66.3,1426,confirmed,2.86,4,6
2026-03-21,Karnataka,Disease_X_NRP2026,0,0,0,196,0.0,0,0,66.53,28.0,64.4,1426,probable,2.86,4,6
2026-03-22,Karnataka,Disease_X_NRP2026,0,0,0,228,0.0,0,0,66.79,27.7,68.0,1426,probable,2.86,4,6
2026-03-23,Karnataka,Disease_X_NRP2026,1,0,0,179,0.0056,0,0,66.96,28.6,66.5,1426,confirmed,2.86,4,6
2026-03-24,Karnataka,Disease_X_NRP2026,0,0,0,200,0.0,0,0,66.3,27.4,64.3,1426,probable,2.86,4,6
2026-03-25,Karnataka,Disease_X_NRP2026,0,0,0,224,0.0,0,0,64.92,27.4,61.6,1426,probable,2.86,4,6
2026-03-26,Karnataka,Disease_X_NRP2026,1,0,0,213,0.0047,0,0,63.76,27.5,68.2,1426,confirmed,2.86,4,6
2026-03-27,Karnataka,Disease_X_NRP2026,0,0,0,221,0.0,0,0,63.35,28.1,62.2,1426,probable,2.86,4,6
2026-03-28,Karnataka,Disease_X_NRP2026,1,0,0,190,0.0053,0,0,65.13,28.0,63.7,1426,confirmed,2.86,4,6
2026-03-29,Karnataka,Disease_X_NRP2026,1,0,0,170,0.0059,0,0,63.67,28.4,63.0,1426,confirmed,2.86,4,6
2026-03-30,Karnataka,Disease_X_NRP2026,1,0,0,248,0.004,0,0,66.55,27.6,58.7,1426,confirmed,2.86,4,6
2026-03-31,Karnataka,Disease_X_NRP2026,0,0,0,221,0.0,0,0,64.31,27.8,65.1,1426,probable,2.86,4,6
2026-04-01,Karnataka,Disease_X_NRP2026,2,0,0,202,0.0099,0,0,67.66,28.9,65.1,1426,confirmed,2.86,4,6
2026-04-02,Karnataka,Disease_X_NRP2026,2,0,0,213,0.0094,0,0,66.36,29.2,64.8,1426,confirmed,2.86,4,6
2026-04-03,Karnataka,Disease_X_NRP2026,2,0,0,198,0.0101,0,0,62.88,28.7,64.3,1426,confirmed,2.86,4,6
2026-04-04,Karnataka,Disease_X_NRP2026,3,0,0,196,0.0153,0,0,64.33,29.1,65.1,1426,confirmed,2.86,4,6
2026-04-05,Karnataka,Disease_X_NRP2026,5,0,0,178,0.0281,0,0,65.62,29.3,62.7,1426,confirmed,2.86,4,6
2026-04-06,Karnataka,Disease_X_NRP2026,3,0,0,212,0.0142,0,0,64.95,30.3,62.6,1426,confirmed,2.86,4,6
2026-04-07,Karnataka,Disease_X_NRP2026,3,0,0,184,0.0163,0,0,68.44,29.3,65.9,1426,confirmed,2.86,4,6
2026-04-08,Karnataka,Disease_X_NRP2026,6,0,0,190,0.0316,0,0,65.56,27.8,65.0,1426,confirmed,2.86,4,6
2026-04-09,Karnataka,Disease_X_NRP2026,3,0,0,172,0.0174,0,0,64.91,30.8,60.9,1426,confirmed,2.86,4,6
2026-04-10,Karnataka,Disease_X_NRP2026,1,0,0,200,0.005,0,0,65.87,28.7,65.8,1426,confirmed,2.86,4,6
2026-04-11,Karnataka,Disease_X_NRP2026,7,0,0,208,0.0337,1,0,65.22,28.5,65.0,1426,confirmed,2.86,4,6
2026-04-12,Karnataka,Disease_X_NRP2026,2,0,0,227,0.0088,0,0,67.1,30.5,64.3,1426,confirmed,2.86,4,6
2026-04-13,Karnataka,Disease_X_NRP2026,3,0,0,175,0.0171,0,0,66.22,29.0,67.8,1426,confirmed,2.86,4,6
2026-04-14,Karnataka,Disease_X_NRP2026,5,0,0,200,0.025,0,0,64.52,28.7,65.2,1426,confirmed,2.86,4,6
2026-04-15,Karnataka,Disease_X_NRP2026,5,0,0,188,0.0266,0,0,67.23,28.4,61.5,1426,confirmed,2.86,4,6
2026-04-16,Karnataka,Disease_X_NRP2026,3,0,0,208,0.0144,0,0,62.94,27.6,66.7,1426,confirmed,2.86,4,6
2026-04-17,Karnataka,Disease_X_NRP2026,5,0,0,200,0.025,0,0,63.82,28.5,63.5,1426,confirmed,2.86,4,6
2026-04-18,Karnataka,Disease_X_NRP2026,5,0,0,170,0.0294,0,0,68.23,28.7,66.0,1426,confirmed,2.86,4,6
2026-04-19,Karnataka,Disease_X_NRP2026,1,0,0,197,0.0051,0,0,66.75,28.4,66.6,1426,confirmed,2.86,4,6
2026-04-20,Karnataka,Disease_X_NRP2026,6,0,0,189,0.0317,1,0,63.68,27.9,64.6,1426,confirmed,2.86,4,6
2026-04-21,Karnataka,Disease_X_NRP2026,2,1,0,208,0.0096,0,0,65.95,29.1,66.1,1426,confirmed,2.86,4,6
2026-04-22,Karnataka,Disease_X_NRP2026,7,0,0,202,0.0347,0,0,66.77,29.6,67.1,1426,confirmed,2.86,4,6
2026-04-23,Karnataka,Disease_X_NRP2026,6,0,0,179,0.0335,0,0,63.59,29.6,59.6,1426,confirmed,2.86,4,6
2026-04-24,Karnataka,Disease_X_NRP2026,8,1,0,195,0.041,1,0,66.86,29.6,62.4,1426,confirmed,2.86,4,6
2026-04-25,Karnataka,Disease_X_NRP2026,7,0,0,215,0.0326,1,0,64.81,29.7,65.8,1426,confirmed,2.86,4,6
2026-04-26,Karnataka,Disease_X_NRP2026,2,0,0,189,0.0106,0,0,65.68,28.6,67.5,1426,confirmed,2.86,4,6
2026-04-27,Karnataka,Disease_X_NRP2026,7,1,0,213,0.0329,1,0,62.94,29.4,63.5,1426,confirmed,2.86,4,6
2026-04-28,Karnataka,Disease_X_NRP2026,3,0,0,154,0.0195,0,0,65.55,28.7,65.2,1426,confirmed,2.86,4,6
2026-04-29,Karnataka,Disease_X_NRP2026,7,1,0,204,0.0343,1,0,65.94,29.9,66.7,1426,confirmed,2.86,4,6
2026-04-30,Karnataka,Disease_X_NRP2026,14,0,0,175,0.08,2,0,63.15,29.7,63.4,1426,confirmed,2.86,4,6
2026-05-01,Karnataka,Disease_X_NRP2026,10,0,0,200,0.05,1,0,66.1,30.8,68.4,1426,confirmed,2.86,4,6
2026-05-02,Karnataka,Disease_X_NRP2026,6,0,0,199,0.0302,0,0,65.9,30.5,68.2,1426,confirmed,2.86,4,6
2026-05-03,Karnataka,Disease_X_NRP2026,5,0,0,200,0.025,0,0,64.26,30.1,69.1,1426,confirmed,2.86,4,6
2026-05-04,Karnataka,Disease_X_NRP2026,6,0,0,181,0.0331,1,0,64.8,30.4,65.4,1426,confirmed,2.86,4,6
2026-05-05,Karnataka,Disease_X_NRP2026,11,0,0,221,0.0498,1,0,66.0,29.1,64.5,1426,confirmed,2.86,4,6
2026-05-06,Karnataka,Disease_X_NRP2026,9,0,0,201,0.0448,1,0,64.17,30.9,67.0,1426,confirmed,2.86,4,6
2026-05-07,Karnataka,Disease_X_NRP2026,16,0,0,188,0.0851,2,0,67.22,31.0,63.5,1426,confirmed,2.86,4,6
2026-05-08,Karnataka,Disease_X_NRP2026,9,2,0,192,0.0469,1,0,64.89,29.5,63.1,1426,confirmed,2.86,4,6
2026-05-09,Karnataka,Disease_X_NRP2026,14,0,0,193,0.0725,2,0,62.99,31.1,68.8,1426,confirmed,2.86,4,6
2026-05-10,Karnataka,Disease_X_NRP2026,6,1,0,174,0.0345,1,0,65.34,29.2,64.6,1426,confirmed,2.86,4,6
2026-05-11,Karnataka,Disease_X_NRP2026,12,0,0,164,0.0732,1,0,63.65,31.2,65.3,1426,confirmed,2.86,4,6
2026-05-12,Karnataka,Disease_X_NRP2026,9,1,0,218,0.0413,1,0,63.2,29.9,63.6,1426,confirmed,2.86,4,6
2026-05-13,Karnataka,Disease_X_NRP2026,8,2,0,233,0.0343,1,0,67.17,29.9,66.9,1426,confirmed,2.86,4,6
2026-05-14,Karnataka,Disease_X_NRP2026,14,0,0,169,0.0828,1,0,66.37,30.6,64.2,1426,confirmed,2.86,4,6
2026-05-15,Karnataka,Disease_X_NRP2026,18,1,0,240,0.075,2,0,66.61,29.8,67.1,1426,confirmed,2.86,4,6
2026-05-16,Karnataka,Disease_X_NRP2026,24,0,0,265,0.0906,4,0,65.43,28.7,67.5,1426,confirmed,2.86,4,6
2026-05-17,Karnataka,Disease_X_NRP2026,13,0,0,198,0.0657,1,0,66.25,29.3,66.2,1426,confirmed,2.86,4,6
2026-05-18,Karnataka,Disease_X_NRP2026,17,1,0,228,0.0746,2,0,63.43,31.4,69.3,1426,confirmed,2.86,4,6
2026-05-19,Karnataka,Disease_X_NRP2026,14,0,0,185,0.0757,1,0,63.94,30.3,67.6,1426,confirmed,2.86,4,6
2026-05-20,Karnataka,Disease_X_NRP2026,25,2,0,380,0.0658,3,1,66.15,29.9,65.1,1426,confirmed,2.86,4,6
2026-05-21,Karnataka,Disease_X_NRP2026,25,0,0,346,0.0723,3,0,65.76,30.3,67.4,1426,confirmed,2.86,4,6
2026-05-22,Karnataka,Disease_X_NRP2026,28,4,0,320,0.0875,5,1,63.63,30.7,68.3,1426,confirmed,2.86,4,6
2026-05-23,Karnataka,Disease_X_NRP2026,22,0,0,239,0.0921,4,1,65.82,28.6,67.1,1426,confirmed,2.86,4,6
2026-05-24,Karnataka,Disease_X_NRP2026,28,1,0,304,0.0921,4,1,61.51,28.9,67.9,1426,confirmed,2.86,4,6
2026-05-25,Karnataka,Disease_X_NRP2026,22,0,0,200,0.11,2,0,61.86,29.6,63.0,1426,confirmed,2.86,4,6
2026-05-26,Karnataka,Disease_X_NRP2026,37,0,0,433,0.0855,4,0,63.55,29.6,69.4,1426,confirmed,2.86,4,6
2026-05-27,Karnataka,Disease_X_NRP2026,33,0,0,493,0.0669,4,0,65.86,30.4,64.4,1426,confirmed,2.86,4,6
2026-05-28,Karnataka,Disease_X_NRP2026,31,2,0,283,0.1095,4,1,65.27,29.1,64.8,1426,confirmed,2.86,4,6
2026-05-29,Karnataka,Disease_X_NRP2026,33,0,0,470,0.0702,4,1,64.9,29.4,68.5,1426,confirmed,2.86,4,6
2026-05-30,Karnataka,Disease_X_NRP2026,36,2,0,368,0.0978,6,1,64.34,29.8,64.8,1426,confirmed,2.86,4,6
2026-05-31,Karnataka,Disease_X_NRP2026,22,1,0,350,0.0629,2,0,63.04,30.1,66.8,1426,confirmed,2.86,4,6
2026-06-01,Karnataka,Disease_X_NRP2026,39,1,0,378,0.1032,5,1,66.85,30.7,67.2,1426,confirmed,2.86,4,6
2026-06-02,Karnataka,Disease_X_NRP2026,57,4,0,585,0.0974,9,2,63.23,30.1,69.8,1426,confirmed,2.86,4,6
2026-06-03,Karnataka,Disease_X_NRP2026,61,1,0,587,0.1039,10,2,64.24,29.2,67.9,1426,confirmed,2.86,4,6
2026-06-04,Karnataka,Disease_X_NRP2026,47,3,0,553,0.085,7,1,64.79,31.4,64.3,1426,confirmed,2.86,4,6
2026-06-05,Karnataka,Disease_X_NRP2026,48,1,0,576,0.0833,6,1,62.58,30.6,70.8,1426,confirmed,2.86,4,6
2026-06-06,Karnataka,Disease_X_NRP2026,37,2,0,378,0.0979,5,1,63.94,30.6,67.4,1426,confirmed,2.86,4,6
2026-06-07,Karnataka,Disease_X_NRP2026,51,0,0,688,0.0741,8,2,62.72,30.1,68.9,1426,confirmed,2.86,4,6
2026-03-01,Maharashtra,Disease_X_NRP2026,0,0,0,210,0.0,0,0,65.89,28.0,60.9,914,probable,2.51,4,6
2026-03-02,Maharashtra,Disease_X_NRP2026,0,0,0,183,0.0,0,0,67.03,27.3,63.3,914,probable,2.51,4,6
2026-03-03,Maharashtra,Disease_X_NRP2026,0,0,0,179,0.0,0,0,63.68,28.9,63.9,914,probable,2.51,4,6
2026-03-04,Maharashtra,Disease_X_NRP2026,0,0,0,212,0.0,0,0,65.31,27.5,58.5,914,probable,2.51,4,6
2026-03-05,Maharashtra,Disease_X_NRP2026,0,0,0,199,0.0,0,0,66.33,28.5,58.7,914,probable,2.51,4,6
2026-03-06,Maharashtra,Disease_X_NRP2026,0,0,0,209,0.0,0,0,67.88,29.9,60.3,914,probable,2.51,4,6
2026-03-07,Maharashtra,Disease_X_NRP2026,0,0,0,195,0.0,0,0,66.49,27.4,64.5,914,probable,2.51,4,6
2026-03-08,Maharashtra,Disease_X_NRP2026,0,0,0,224,0.0,0,0,65.21,27.8,60.0,914,probable,2.51,4,6
2026-03-09,Maharashtra,Disease_X_NRP2026,0,0,0,215,0.0,0,0,63.16,26.7,61.5,914,probable,2.51,4,6
2026-03-10,Maharashtra,Disease_X_NRP2026,0,0,0,225,0.0,0,0,64.33,28.3,59.0,914,probable,2.51,4,6
2026-03-11,Maharashtra,Disease_X_NRP2026,0,0,0,196,0.0,0,0,66.89,28.4,63.5,914,probable,2.51,4,6
2026-03-12,Maharashtra,Disease_X_NRP2026,0,0,0,178,0.0,0,0,69.22,28.6,62.0,914,probable,2.51,4,6
2026-03-13,Maharashtra,Disease_X_NRP2026,0,0,0,208,0.0,0,0,68.72,29.4,62.2,914,probable,2.51,4,6
2026-03-14,Maharashtra,Disease_X_NRP2026,0,0,0,162,0.0,0,0,64.31,26.8,62.2,914,probable,2.51,4,6
2026-03-15,Maharashtra,Disease_X_NRP2026,0,0,0,172,0.0,0,0,66.58,27.9,64.8,914,probable,2.51,4,6
2026-03-16,Maharashtra,Disease_X_NRP2026,0,0,0,175,0.0,0,0,63.5,28.5,61.9,914,probable,2.51,4,6
2026-03-17,Maharashtra,Disease_X_NRP2026,0,0,0,189,0.0,0,0,63.65,27.0,55.3,914,probable,2.51,4,6
2026-03-18,Maharashtra,Disease_X_NRP2026,1,0,0,203,0.0049,0,0,66.24,27.6,56.5,914,confirmed,2.51,4,6
2026-03-19,Maharashtra,Disease_X_NRP2026,0,0,0,203,0.0,0,0,65.68,26.2,59.7,914,probable,2.51,4,6
2026-03-20,Maharashtra,Disease_X_NRP2026,0,0,0,212,0.0,0,0,65.84,28.1,59.6,914,probable,2.51,4,6
2026-03-21,Maharashtra,Disease_X_NRP2026,2,0,0,208,0.0096,0,0,66.18,28.8,56.9,914,confirmed,2.51,4,6
2026-03-22,Maharashtra,Disease_X_NRP2026,0,0,0,234,0.0,0,0,64.31,27.8,60.4,914,probable,2.51,4,6
2026-03-23,Maharashtra,Disease_X_NRP2026,1,0,0,177,0.0056,0,0,65.13,27.2,60.2,914,confirmed,2.51,4,6
2026-03-24,Maharashtra,Disease_X_NRP2026,1,0,0,204,0.0049,0,0,66.61,28.2,57.8,914,confirmed,2.51,4,6
2026-03-25,Maharashtra,Disease_X_NRP2026,1,0,0,232,0.0043,0,0,64.82,28.4,64.3,914,confirmed,2.51,4,6
2026-03-26,Maharashtra,Disease_X_NRP2026,0,0,0,161,0.0,0,0,63.92,28.3,63.5,914,probable,2.51,4,6
2026-03-27,Maharashtra,Disease_X_NRP2026,1,1,0,213,0.0047,0,0,62.92,28.2,63.4,914,confirmed,2.51,4,6
2026-03-28,Maharashtra,Disease_X_NRP2026,0,0,0,220,0.0,0,0,66.48,29.4,59.6,914,probable,2.51,4,6
2026-03-29,Maharashtra,Disease_X_NRP2026,0,0,0,201,0.0,0,0,65.1,27.6,62.7,914,probable,2.51,4,6
2026-03-30,Maharashtra,Disease_X_NRP2026,0,0,0,209,0.0,0,0,62.8,28.6,58.7,914,probable,2.51,4,6
2026-03-31,Maharashtra,Disease_X_NRP2026,1,0,0,184,0.0054,0,0,65.23,28.0,58.6,914,confirmed,2.51,4,6
2026-04-01,Maharashtra,Disease_X_NRP2026,1,0,0,209,0.0048,0,0,65.03,28.5,62.4,914,confirmed,2.51,4,6
2026-04-02,Maharashtra,Disease_X_NRP2026,1,0,0,197,0.0051,0,0,65.62,27.9,64.3,914,confirmed,2.51,4,6
2026-04-03,Maharashtra,Disease_X_NRP2026,3,0,0,200,0.015,0,0,66.17,29.5,60.7,914,confirmed,2.51,4,6
2026-04-04,Maharashtra,Disease_X_NRP2026,4,0,0,188,0.0213,0,0,65.58,29.8,61.1,914,confirmed,2.51,4,6
2026-04-05,Maharashtra,Disease_X_NRP2026,3,0,0,198,0.0152,0,0,64.17,29.0,63.0,914,confirmed,2.51,4,6
2026-04-06,Maharashtra,Disease_X_NRP2026,6,0,0,213,0.0282,0,0,61.86,27.1,60.9,914,confirmed,2.51,4,6
2026-04-07,Maharashtra,Disease_X_NRP2026,1,0,0,191,0.0052,0,0,64.53,29.9,63.1,914,confirmed,2.51,4,6
2026-04-08,Maharashtra,Disease_X_NRP2026,2,0,0,231,0.0087,0,0,64.25,29.1,62.0,914,confirmed,2.51,4,6
2026-04-09,Maharashtra,Disease_X_NRP2026,1,0,0,180,0.0056,0,0,64.44,29.9,61.0,914,confirmed,2.51,4,6
2026-04-10,Maharashtra,Disease_X_NRP2026,3,0,0,193,0.0155,0,0,67.28,30.2,62.7,914,confirmed,2.51,4,6
2026-04-11,Maharashtra,Disease_X_NRP2026,4,0,0,217,0.0184,0,0,68.22,30.6,59.4,914,confirmed,2.51,4,6
2026-04-12,Maharashtra,Disease_X_NRP2026,4,0,0,164,0.0244,0,0,64.3,31.3,60.4,914,confirmed,2.51,4,6
2026-04-13,Maharashtra,Disease_X_NRP2026,3,0,0,181,0.0166,0,0,64.49,30.2,62.8,914,confirmed,2.51,4,6
2026-04-14,Maharashtra,Disease_X_NRP2026,4,0,0,218,0.0183,0,0,68.01,30.2,62.6,914,confirmed,2.51,4,6
2026-04-15,Maharashtra,Disease_X_NRP2026,2,0,0,186,0.0108,0,0,66.62,28.1,65.3,914,confirmed,2.51,4,6
2026-04-16,Maharashtra,Disease_X_NRP2026,2,0,0,221,0.009,0,0,66.03,30.5,63.1,914,confirmed,2.51,4,6
2026-04-17,Maharashtra,Disease_X_NRP2026,2,1,0,192,0.0104,0,0,62.5,29.2,57.4,914,confirmed,2.51,4,6
2026-04-18,Maharashtra,Disease_X_NRP2026,7,0,0,190,0.0368,1,0,64.08,28.6,65.5,914,confirmed,2.51,4,6
2026-04-19,Maharashtra,Disease_X_NRP2026,7,0,0,167,0.0419,1,0,66.98,30.7,65.6,914,confirmed,2.51,4,6
2026-04-20,Maharashtra,Disease_X_NRP2026,1,0,0,238,0.0042,0,0,65.94,29.8,60.2,914,confirmed,2.51,4,6
2026-04-21,Maharashtra,Disease_X_NRP2026,5,0,0,183,0.0273,0,0,64.38,30.4,64.0,914,confirmed,2.51,4,6
2026-04-22,Maharashtra,Disease_X_NRP2026,5,0,0,223,0.0224,0,0,63.58,29.3,61.8,914,confirmed,2.51,4,6
2026-04-23,Maharashtra,Disease_X_NRP2026,8,0,0,217,0.0369,1,0,66.44,28.8,62.2,914,confirmed,2.51,4,6
2026-04-24,Maharashtra,Disease_X_NRP2026,11,0,0,200,0.055,2,0,64.82,28.7,64.4,914,confirmed,2.51,4,6
2026-04-25,Maharashtra,Disease_X_NRP2026,8,0,0,157,0.051,1,0,66.67,29.9,67.2,914,confirmed,2.51,4,6
2026-04-26,Maharashtra,Disease_X_NRP2026,6,1,0,200,0.03,0,0,65.83,29.2,61.2,914,confirmed,2.51,4,6
2026-04-27,Maharashtra,Disease_X_NRP2026,7,0,0,233,0.03,1,0,63.97,29.0,63.7,914,confirmed,2.51,4,6
2026-04-28,Maharashtra,Disease_X_NRP2026,7,0,0,234,0.0299,1,0,66.44,29.7,59.8,914,confirmed,2.51,4,6
2026-04-29,Maharashtra,Disease_X_NRP2026,2,0,0,177,0.0113,0,0,66.21,29.4,63.8,914,confirmed,2.51,4,6
2026-04-30,Maharashtra,Disease_X_NRP2026,11,1,0,195,0.0564,2,0,64.91,31.1,59.6,914,confirmed,2.51,4,6
2026-05-01,Maharashtra,Disease_X_NRP2026,5,2,0,203,0.0246,0,0,64.09,32.4,62.2,914,confirmed,2.51,4,6
2026-05-02,Maharashtra,Disease_X_NRP2026,4,0,0,239,0.0167,0,0,65.45,31.2,64.5,914,confirmed,2.51,4,6
2026-05-03,Maharashtra,Disease_X_NRP2026,4,1,0,231,0.0173,0,0,66.34,31.0,64.0,914,confirmed,2.51,4,6
2026-05-04,Maharashtra,Disease_X_NRP2026,8,0,0,160,0.05,1,0,66.57,29.3,63.2,914,confirmed,2.51,4,6
2026-05-05,Maharashtra,Disease_X_NRP2026,7,0,0,180,0.0389,1,0,67.24,30.1,63.2,914,confirmed,2.51,4,6
2026-05-06,Maharashtra,Disease_X_NRP2026,9,0,0,204,0.0441,1,0,63.86,30.1,66.7,914,confirmed,2.51,4,6
2026-05-07,Maharashtra,Disease_X_NRP2026,8,0,0,209,0.0383,1,0,63.89,30.2,62.5,914,confirmed,2.51,4,6
2026-05-08,Maharashtra,Disease_X_NRP2026,8,3,0,196,0.0408,1,0,66.8,29.4,60.1,914,confirmed,2.51,4,6
2026-05-09,Maharashtra,Disease_X_NRP2026,7,1,0,208,0.0337,0,0,65.59,32.0,61.9,914,confirmed,2.51,4,6
2026-05-10,Maharashtra,Disease_X_NRP2026,11,0,0,184,0.0598,1,0,64.73,31.5,67.1,914,confirmed,2.51,4,6
2026-05-11,Maharashtra,Disease_X_NRP2026,16,0,0,243,0.0658,3,0,66.91,29.7,64.9,914,confirmed,2.51,4,6
2026-05-12,Maharashtra,Disease_X_NRP2026,12,0,0,202,0.0594,2,0,64.05,31.2,62.4,914,confirmed,2.51,4,6
2026-05-13,Maharashtra,Disease_X_NRP2026,9,0,0,239,0.0377,1,0,63.25,29.7,62.6,914,confirmed,2.51,4,6
2026-05-14,Maharashtra,Disease_X_NRP2026,13,0,0,200,0.065,2,0,63.96,30.8,66.5,914,confirmed,2.51,4,6
2026-05-15,Maharashtra,Disease_X_NRP2026,14,1,0,212,0.066,2,0,61.38,29.8,65.3,914,confirmed,2.51,4,6
2026-05-16,Maharashtra,Disease_X_NRP2026,15,0,0,193,0.0777,1,0,66.42,30.2,67.6,914,confirmed,2.51,4,6
2026-05-17,Maharashtra,Disease_X_NRP2026,12,1,0,216,0.0556,1,0,65.55,29.4,66.6,914,confirmed,2.51,4,6
2026-05-18,Maharashtra,Disease_X_NRP2026,17,0,0,240,0.0708,2,0,66.9,29.9,63.3,914,confirmed,2.51,4,6
2026-05-19,Maharashtra,Disease_X_NRP2026,21,0,0,272,0.0772,3,1,66.99,31.4,63.9,914,confirmed,2.51,4,6
2026-05-20,Maharashtra,Disease_X_NRP2026,18,1,0,222,0.0811,2,0,67.96,32.2,65.3,914,confirmed,2.51,4,6
2026-05-21,Maharashtra,Disease_X_NRP2026,21,0,0,260,0.0808,2,0,63.26,31.5,64.6,914,confirmed,2.51,4,6
2026-05-22,Maharashtra,Disease_X_NRP2026,25,0,0,223,0.1121,3,0,64.65,30.1,62.7,914,confirmed,2.51,4,6
2026-05-23,Maharashtra,Disease_X_NRP2026,25,1,0,346,0.0723,3,0,63.09,28.5,62.8,914,confirmed,2.51,4,6
2026-05-24,Maharashtra,Disease_X_NRP2026,21,0,0,313,0.0671,2,0,65.07,31.7,67.3,914,confirmed,2.51,4,6
2026-05-25,Maharashtra,Disease_X_NRP2026,22,0,0,191,0.1152,2,0,64.61,32.0,64.7,914,confirmed,2.51,4,6
2026-05-26,Maharashtra,Disease_X_NRP2026,20,0,0,206,0.0971,2,0,65.2,30.4,61.4,914,confirmed,2.51,4,6
2026-05-27,Maharashtra,Disease_X_NRP2026,32,1,0,285,0.1123,4,1,66.72,29.7,63.7,914,confirmed,2.51,4,6
2026-05-28,Maharashtra,Disease_X_NRP2026,20,1,0,208,0.0962,3,0,65.76,30.1,63.4,914,confirmed,2.51,4,6
2026-05-29,Maharashtra,Disease_X_NRP2026,25,0,0,226,0.1106,4,1,64.05,29.2,62.4,914,confirmed,2.51,4,6
2026-05-30,Maharashtra,Disease_X_NRP2026,26,2,0,202,0.1287,4,1,62.85,31.0,63.4,914,confirmed,2.51,4,6
2026-05-31,Maharashtra,Disease_X_NRP2026,30,0,0,394,0.0761,4,1,62.64,30.8,62.8,914,confirmed,2.51,4,6
2026-06-01,Maharashtra,Disease_X_NRP2026,32,1,0,312,0.1026,5,1,67.04,31.1,64.9,914,confirmed,2.51,4,6
2026-06-02,Maharashtra,Disease_X_NRP2026,28,1,0,217,0.129,4,1,65.4,31.0,66.6,914,confirmed,2.51,4,6
2026-06-03,Maharashtra,Disease_X_NRP2026,36,0,0,560,0.0643,5,1,63.28,31.1,61.0,914,confirmed,2.51,4,6
2026-06-04,Maharashtra,Disease_X_NRP2026,33,1,0,307,0.1075,5,1,63.03,31.8,63.7,914,confirmed,2.51,4,6
2026-06-05,Maharashtra,Disease_X_NRP2026,29,0,0,296,0.098,5,1,65.24,30.6,63.5,914,confirmed,2.51,4,6
2026-06-06,Maharashtra,Disease_X_NRP2026,42,2,0,545,0.0771,6,1,62.72,31.7,64.8,914,confirmed,2.51,4,6
2026-06-07,Maharashtra,Disease_X_NRP2026,41,0,0,450,0.0911,6,1,63.45,31.2,68.9,914,confirmed,2.51,4,6
2026-03-01,Telangana,Disease_X_NRP2026,0,0,0,200,0.0,0,0,65.18,29.7,58.5,1224,probable,2.86,4,6
2026-03-02,Telangana,Disease_X_NRP2026,0,0,0,230,0.0,0,0,69.12,30.4,62.3,1224,probable,2.86,4,6
2026-03-03,Telangana,Disease_X_NRP2026,0,0,0,186,0.0,0,0,67.29,29.9,60.2,1224,probable,2.86,4,6
2026-03-04,Telangana,Disease_X_NRP2026,0,0,0,196,0.0,0,0,63.0,30.9,59.5,1224,probable,2.86,4,6
2026-03-05,Telangana,Disease_X_NRP2026,0,0,0,199,0.0,0,0,66.3,30.0,60.6,1224,probable,2.86,4,6
2026-03-06,Telangana,Disease_X_NRP2026,0,0,0,190,0.0,0,0,67.1,30.2,60.7,1224,probable,2.86,4,6
2026-03-07,Telangana,Disease_X_NRP2026,0,0,0,227,0.0,0,0,66.57,31.1,57.9,1224,probable,2.86,4,6
2026-03-08,Telangana,Disease_X_NRP2026,0,0,0,189,0.0,0,0,68.41,29.7,58.7,1224,probable,2.86,4,6
2026-03-09,Telangana,Disease_X_NRP2026,0,0,0,172,0.0,0,0,65.83,29.2,60.0,1224,probable,2.86,4,6
2026-03-10,Telangana,Disease_X_NRP2026,0,0,0,183,0.0,0,0,61.62,28.9,58.8,1224,probable,2.86,4,6
