date,state,new_cases,new_deaths,new_vaccinations,tests_performed,positive_rate,hospitalized_patients,icu_patients,mobility_index,temperature,humidity,population_density
2024-07-27,Karnataka,213,1,47747,6390,0.0333,13,2,66.87,38.4,41.7,1426
2024-07-28,Karnataka,0,0,20339,100,0.0,0,0,32.84,31.5,84.3,1426
2024-07-29,Karnataka,0,0,13691,100,0.0,0,0,34.06,30.0,44.6,1426
2024-07-30,Karnataka,132,1,45429,5148,0.0256,5,1,74.33,22.0,40.5,1426
2024-07-31,Karnataka,328,3,44435,6560,0.05,12,4,53.69,28.0,59.1,1426
2024-08-01,Karnataka,0,0,22130,100,0.0,0,0,52.58,27.3,48.0,1426
2024-08-02,Karnataka,36,0,18156,1296,0.0278,2,0,99.6,21.7,47.9,1426
2024-08-03,Karnataka,679,5,31078,19691,0.0345,38,7,72.14,32.0,42.4,1426
2024-08-04,Karnataka,16,0,21968,352,0.0455,0,0,98.98,25.5,57.2,1426
2024-08-05,Karnataka,53,0,48602,2067,0.0256,4,0,90.36,26.6,68.8,1426
2024-08-06,Karnataka,253,4,16406,7337,0.0345,12,4,69.24,26.4,42.7,1426
2024-08-07,Karnataka,74,0,7599,1406,0.0526,2,0,46.49,23.4,73.9,1426
2024-08-08,Karnataka,141,1,23915,5499,0.0256,6,1,82.4,37.8,42.7,1426
2024-08-09,Karnataka,0,0,16782,100,0.0,0,0,52.57,36.5,49.9,1426
2024-08-10,Karnataka,7,0,28233,238,0.0294,0,0,40.78,38.0,91.6,1426
2024-08-11,Karnataka,0,0,36093,100,0.0,0,0,62.59,33.4,79.5,1426
2024-08-12,Karnataka,0,0,37191,100,0.0,0,0,72.81,23.3,87.7,1426
2024-08-13,Karnataka,0,0,35255,100,0.0,0,0,66.78,33.0,81.5,1426
2024-08-14,Karnataka,0,0,49035,100,0.0,0,0,75.93,39.6,71.4,1426
2024-08-15,Karnataka,548,3,38400,20824,0.0263,29,9,83.11,31.2,59.1,1426
2024-08-16,Karnataka,0,0,16659,100,0.0,0,0,59.88,26.5,82.1,1426
2024-08-17,Karnataka,105,1,44038,3780,0.0278,8,1,39.85,22.8,66.5,1426
2024-08-18,Karnataka,202,1,13294,5050,0.04,10,3,54.85,39.6,49.9,1426
2024-08-19,Karnataka,0,0,43119,100,0.0,0,0,63.93,36.4,91.5,1426
2024-08-20,Karnataka,54,1,23656,2052,0.0263,2,0,49.02,34.9,86.9,1426
2024-08-21,Karnataka,177,2,7415,6726,0.0263,8,3,77.4,33.4,69.5,1426
2024-08-22,Karnataka,377,6,11028,9802,0.0385,25,4,92.24,25.6,60.3,1426
2024-08-23,Karnataka,0,0,12482,100,0.0,0,0,91.55,35.1,50.5,1426
2024-08-24,Karnataka,297,4,30931,10692,0.0278,11,2,58.63,33.4,75.1,1426
2024-08-25,Karnataka,467,7,27741,14010,0.0333,32,4,91.69,31.5,85.2,1426
2024-08-26,Karnataka,56,0,30582,1680,0.0333,2,0,92.94,33.9,41.6,1426
2024-08-27,Karnataka,4,0,6753,104,0.0385,0,0,49.04,28.8,62.3,1426
2024-08-28,Karnataka,0,0,46733,100,0.0,0,0,91.3,22.6,74.5,1426
2024-08-29,Karnataka,23,0,38062,345,0.0667,1,0,77.79,24.8,70.8,1426
2024-08-30,Karnataka,0,0,16434,100,0.0,0,0,85.08,39.1,48.7,1426
2024-08-31,Karnataka,327,5,27093,6213,0.0526,11,3,44.26,32.2,94.7,1426
2024-09-01,Karnataka,0,0,35280,100,0.0,0,0,65.42,30.0,65.9,1426
2024-09-02,Karnataka,0,0,15913,100,0.0,0,0,34.64,39.1,83.6,1426
2024-09-03,Karnataka,0,0,7031,100,0.0,0,0,94.09,36.8,71.9,1426
2024-09-04,Karnataka,230,4,21756,8050,0.0286,8,3,67.9,18.4,43.4,1426
2024-09-05,Karnataka,10,0,25325,320,0.0312,0,0,71.56,35.7,63.5,1426
2024-09-06,Karnataka,0,0,27290,100,0.0,0,0,47.09,22.4,69.0,1426
2024-09-07,Karnataka,0,0,29515,100,0.0,0,0,72.68,33.9,41.4,1426
2024-09-08,Karnataka,293,1,17565,9962,0.0294,22,3,62.11,39.6,51.0,1426
2024-09-09,Karnataka,53,0,7660,1113,0.0476,3,0,65.99,36.4,80.6,1426
2024-09-10,Karnataka,344,6,8236,11352,0.0303,25,4,61.12,35.0,80.7,1426
2024-09-11,Karnataka,0,0,48716,100,0.0,0,0,80.01,26.9,50.3,1426
2024-09-12,Karnataka,0,0,22528,100,0.0,0,0,84.56,30.5,52.6,1426
2024-09-13,Karnataka,67,0,31916,1407,0.0476,2,0,77.3,20.2,47.0,1426
2024-09-14,Karnataka,239,2,36602,7648,0.0312,9,2,87.72,36.0,83.7,1426
2024-09-15,Karnataka,0,0,39457,100,0.0,0,0,74.11,35.7,64.9,1426
2024-09-16,Karnataka,412,4,38683,11124,0.037,21,4,83.21,21.8,58.6,1426
2024-09-17,Karnataka,25,0,17550,775,0.0323,1,0,85.06,26.0,94.4,1426
2024-09-18,Karnataka,0,0,38329,100,0.0,0,0,65.15,32.2,51.5,1426
2024-09-19,Karnataka,464,5,49711,14384,0.0323,27,3,78.31,34.1,42.4,1426
2024-09-20,Karnataka,0,0,21327,100,0.0,0,0,38.0,37.4,51.0,1426
2024-09-21,Karnataka,523,9,36230,17782,0.0294,16,8,71.75,25.6,55.5,1426
2024-09-22,Karnataka,0,0,25147,100,0.0,0,0,62.75,20.0,83.5,1426
2024-09-23,Karnataka,0,0,21321,100,0.0,0,0,59.62,21.0,48.8,1426
2024-09-24,Karnataka,261,3,29549,4698,0.0556,8,1,48.03,30.0,80.7,1426
2024-09-25,Karnataka,182,2,49499,2912,0.0625,6,3,55.47,34.2,68.2,1426
2024-09-26,Karnataka,124,2,37726,2728,0.0455,6,1,95.51,28.1,47.0,1426
2024-09-27,Karnataka,72,0,28196,2592,0.0278,3,0,53.64,19.6,91.9,1426
2024-09-28,Karnataka,173,1,31098,3114,0.0556,7,3,97.1,33.9,88.6,1426
2024-09-29,Karnataka,140,2,8652,2660,0.0526,7,1,69.99,21.3,83.1,1426
2024-09-30,Karnataka,281,4,34534,9835,0.0286,20,3,57.19,29.1,82.3,1426
2024-10-01,Karnataka,0,0,17996,100,0.0,0,0,53.26,27.0,73.2,1426
2024-10-02,Karnataka,0,0,45409,100,0.0,0,0,78.67,34.3,54.3,1426
2024-10-03,Karnataka,10,0,20299,250,0.04,0,0,85.53,34.9,76.7,1426
2024-10-04,Karnataka,0,0,24674,100,0.0,0,0,85.75,26.7,48.5,1426
2024-10-05,Karnataka,135,2,31979,4050,0.0333,4,1,45.35,23.7,71.1,1426
2024-10-06,Karnataka,0,0,32122,100,0.0,0,0,32.25,33.6,85.7,1426
2024-10-07,Karnataka,5,0,41589,100,0.05,0,0,35.86,35.0,45.5,1426
2024-10-08,Karnataka,0,0,7794,100,0.0,0,0,77.42,34.0,77.6,1426
2024-10-09,Karnataka,209,3,46223,4180,0.05,7,1,91.45,39.4,56.6,1426
2024-10-10,Karnataka,175,1,10888,2800,0.0625,11,2,61.77,31.9,69.7,1426
2024-10-11,Karnataka,0,0,31691,100,0.0,0,0,46.54,27.6,40.9,1426
2024-10-12,Karnataka,0,0,12712,100,0.0,0,0,96.16,38.5,52.4,1426
2024-10-13,Karnataka,0,0,31093,100,0.0,0,0,33.03,25.5,44.2,1426
2024-10-14,Karnataka,484,5,22875,18392,0.0263,17,4,37.01,35.8,47.4,1426
2024-10-15,Karnataka,0,0,39833,100,0.0,0,0,61.99,26.8,72.6,1426
2024-10-16,Karnataka,0,0,28807,100,0.0,0,0,58.03,21.6,84.7,1426
2024-10-17,Karnataka,0,0,48327,100,0.0,0,0,40.29,34.8,80.9,1426
2024-10-18,Karnataka,172,2,26364,4128,0.0417,7,1,58.59,20.5,64.3,1426
2024-10-19,Karnataka,0,0,42410,100,0.0,0,0,81.97,29.0,89.4,1426
2024-10-20,Karnataka,0,0,22684,100,0.0,0,0,95.36,35.4,46.3,1426
2024-10-21,Karnataka,95,0,22711,2660,0.0357,6,1,79.71,34.8,91.6,1426
2024-10-22,Karnataka,102,1,46724,3162,0.0323,4,1,77.64,23.4,73.0,1426
2024-10-23,Karnataka,0,0,29222,100,0.0,0,0,53.12,20.8,66.1,1426
2024-10-24,Karnataka,0,0,8314,100,0.0,0,0,82.45,24.7,92.3,1426
2024-10-25,Karnataka,411,6,36023,12330,0.0333,28,5,69.17,21.7,55.5,1426
2024-10-26,Karnataka,0,0,48262,100,0.0,0,0,68.62,39.5,44.0,1426
2024-10-27,Karnataka,51,0,36854,1836,0.0278,2,0,87.27,38.1,51.1,1426
2024-10-28,Karnataka,639,8,25126,13419,0.0476,26,4,73.07,39.9,49.8,1426
2024-10-29,Karnataka,200,2,12818,5200,0.0385,11,3,34.07,29.6,69.7,1426
2024-10-30,Karnataka,0,0,18134,100,0.0,0,0,97.88,22.3,89.8,1426
2024-10-31,Karnataka,0,0,15614,100,0.0,0,0,94.22,28.2,45.7,1426
2024-11-01,Karnataka,0,0,22423,100,0.0,0,0,68.05,28.4,92.5,1426
2024-11-02,Karnataka,0,0,8571,100,0.0,0,0,55.37,21.3,58.0,1426
2024-11-03,Karnataka,0,0,19689,100,0.0,0,0,95.5,30.4,47.1,1426
2024-11-04,Karnataka,235,2,13787,7990,0.0294,16,4,52.22,21.4,44.1,1426
2024-11-05,Karnataka,245,2,46098,8330,0.0294,16,2,64.02,27.0,75.8,1426
2024-11-06,Karnataka,198,2,27676,4752,0.0417,15,3,94.42,27.9,69.5,1426
2024-11-07,Karnataka,259,4,29392,9583,0.027,12,3,57.48,37.7,86.6,1426
2024-11-08,Karnataka,320,2,7844,5760,0.0556,10,6,54.43,36.3,57.5,1426
2024-11-09,Karnataka,0,0,8457,100,0.0,0,0,43.44,29.8,55.3,1426
2024-11-10,Karnataka,192,1,15162,3456,0.0556,6,2,58.53,28.7,76.8,1426
2024-11-11,Karnataka,0,0,13325,100,0.0,0,0,53.92,24.1,58.5,1426
2024-11-12,Karnataka,0,0,47528,100,0.0,0,0,52.79,34.8,40.9,1426
2024-11-13,Karnataka,0,0,31274,100,0.0,0,0,80.39,36.3,61.7,1426
2024-11-14,Karnataka,0,0,32794,100,0.0,0,0,64.21,32.2,90.5,1426
2024-11-15,Karnataka,403,5,44062,14911,0.027,20,3,92.1,19.1,47.5,1426
2024-11-16,Karnataka,0,0,16021,100,0.0,0,0,45.0,35.2,48.1,1426
2024-11-17,Karnataka,438,4,36950,15330,0.0286,27,4,59.64,38.4,52.0,1426
2024-11-18,Karnataka,0,0,22691,100,0.0,0,0,70.91,37.9,85.6,1426
2024-11-19,Karnataka,434,5,37969,15190,0.0286,25,4,46.31,26.8,83.2,1426
2024-11-20,Karnataka,0,0,28874,100,0.0,0,0,43.7,38.5,53.8,1426
2024-11-21,Karnataka,0,0,21006,100,0.0,0,0,51.52,33.2,81.4,1426
2024-11-22,Karnataka,297,2,42893,5346,0.0556,16,3,52.55,33.1,51.9,1426
2024-11-23,Karnataka,101,1,15667,2626,0.0385,3,1,49.98,31.5,93.9,1426
2024-11-24,Karnataka,48,0,27804,1104,0.0435,2,0,85.83,18.8,78.5,1426
2024-11-25,Karnataka,15,0,43526,450,0.0333,0,0,51.8,27.6,59.7,1426
2024-11-26,Karnataka,0,0,44056,100,0.0,0,0,92.6,23.1,50.4,1426
2024-11-27,Karnataka,0,0,13896,100,0.0,0,0,85.26,34.5,93.4,1426
2024-11-28,Karnataka,0,0,19800,100,0.0,0,0,69.44,19.7,75.9,1426
2024-11-29,Karnataka,0,0,40163,100,0.0,0,0,64.22,20.0,61.3,1426
2024-11-30,Karnataka,33,0,17039,1188,0.0278,2,0,35.41,25.6,77.8,1426
2024-12-01,Karnataka,0,0,7621,100,0.0,0,0,58.53,18.6,43.2,1426
2024-12-02,Karnataka,0,0,37238,100,0.0,0,0,95.7,32.6,86.4,1426
2024-12-03,Karnataka,0,0,33599,100,0.0,0,0,74.78,18.8,78.0,1426
2024-12-04,Karnataka,400,5,17718,9600,0.0417,21,5,30.45,39.8,60.0,1426
2024-12-05,Karnataka,35,0,19910,1120,0.0312,1,0,89.79,38.5,83.4,1426
2024-12-06,Karnataka,356,4,36873,8900,0.04,14,2,68.27,38.2,94.5,1426
2024-12-07,Karnataka,301,4,17827,10234,0.0294,19,3,96.11,33.5,81.5,1426
2024-12-08,Karnataka,0,0,38974,100,0.0,0,0,34.39,25.7,84.3,1426
2024-12-09,Karnataka,0,0,10560,100,0.0,0,0,66.05,25.1,48.5,1426
2024-12-10,Karnataka,43,0,24943,1591,0.027,3,0,41.69,30.7,65.5,1426
2024-12-11,Karnataka,333,5,43696,7992,0.0417,16,2,68.56,20.4,55.9,1426
2024-12-12,Karnataka,181,1,49131,6878,0.0263,6,0,75.98,31.4,79.0,1426
2024-12-13,Karnataka,0,0,7560,100,0.0,0,0,62.36,35.7,46.2,1426
2024-12-14,Karnataka,97,0,20615,2910,0.0333,5,1,39.14,32.1,66.2,1426
2024-12-15,Karnataka,252,5,16780,8064,0.0312,13,2,67.2,24.0,91.0,1426
2024-12-16,Karnataka,564,6,19244,9588,0.0588,30,8,53.58,31.7,67.4,1426
2024-12-17,Karnataka,261,1,23212,8613,0.0303,10,4,47.74,31.9,49.1,1426
2024-12-18,Karnataka,0,0,18083,100,0.0,0,0,50.19,23.5,91.7,1426
2024-12-19,Karnataka,146,1,6304,3796,0.0385,4,1,84.19,23.3,80.1,1426
2024-12-20,Karnataka,141,1,9854,2679,0.0526,11,1,56.35,24.6,46.0,1426
2024-12-21,Karnataka,0,0,6601,100,0.0,0,0,95.5,26.6,62.2,1426
2024-12-22,Karnataka,0,0,35615,100,0.0,0,0,49.43,37.0,40.2,1426
2024-12-23,Karnataka,119,0,20007,2380,0.05,6,1,41.23,24.4,73.8,1426
2024-12-24,Karnataka,0,0,42826,100,0.0,0,0,50.37,30.9,73.3,1426
2024-12-25,Karnataka,39,0,41282,1365,0.0286,2,0,95.71,28.1,91.6,1426
2024-12-26,Karnataka,0,0,27357,100,0.0,0,0,35.47,38.7,45.5,1426
2024-12-27,Karnataka,0,0,16357,100,0.0,0,0,34.99,38.3,42.8,1426
2024-12-28,Karnataka,387,4,18613,11997,0.0323,15,6,84.9,38.3,60.7,1426
2024-12-29,Karnataka,0,0,16071,100,0.0,0,0,58.26,33.7,90.5,1426
2024-12-30,Karnataka,31,0,18982,868,0.0357,2,0,34.24,20.1,42.1,1426
2024-12-31,Karnataka,385,3,37237,6545,0.0588,14,7,75.83,28.0,88.9,1426
2020-01-01,Tamil Nadu,0,0,25368,100,0.0,0,0,42.68,31.9,73.9,316
2020-01-02,Tamil Nadu,0,0,26088,100,0.0,0,0,54.29,20.2,52.8,316
2020-01-03,Tamil Nadu,115,1,27991,3220,0.0357,7,1,57.44,32.2,64.0,316
2020-01-04,Tamil Nadu,0,0,7134,100,0.0,0,0,43.99,35.8,48.6,316
2020-01-05,Tamil Nadu,0,0,37734,100,0.0,0,0,75.42,31.6,85.1,316
2020-01-06,Tamil Nadu,186,1,19347,6882,0.027,13,3,46.43,20.5,42.9,316
2020-01-07,Tamil Nadu,0,0,13843,100,0.0,0,0,79.91,38.6,43.6,316
2020-01-08,Tamil Nadu,114,1,27251,2166,0.0526,4,1,69.25,23.7,44.0,316
2020-01-09,Tamil Nadu,139,2,47995,3336,0.0417,7,0,86.18,30.4,89.6,316
2020-01-10,Tamil Nadu,235,4,11125,7990,0.0294,18,2,55.59,19.0,72.4,316
2020-01-11,Tamil Nadu,23,0,40776,552,0.0417,0,0,42.38,32.6,48.7,316
2020-01-12,Tamil Nadu,0,0,10320,100,0.0,0,0,64.62,19.9,94.2,316
2020-01-13,Tamil Nadu,112,1,49656,3360,0.0333,6,0,85.99,38.4,88.1,316
2020-01-14,Tamil Nadu,0,0,39074,100,0.0,0,0,59.33,33.0,59.4,316
2020-01-15,Tamil Nadu,0,0,31320,100,0.0,0,0,50.16,24.3,59.2,316
2020-01-16,Tamil Nadu,0,0,20396,100,0.0,0,0,89.81,30.9,55.2,316
2020-01-17,Tamil Nadu,0,0,28134,100,0.0,0,0,35.01,25.2,52.8,316
2020-01-18,Tamil Nadu,0,0,32823,100,0.0,0,0,47.24,38.5,81.6,316
2020-01-19,Tamil Nadu,0,0,20582,100,0.0,0,0,48.4,30.7,85.2,316
2020-01-20,Tamil Nadu,138,2,27487,2484,0.0556,7,0,91.55,21.4,87.4,316
2020-01-21,Tamil Nadu,112,1,42471,3024,0.037,4,1,40.03,21.0,54.1,316
2020-01-22,Tamil Nadu,19,0,23802,304,0.0625,1,0,53.58,20.5,55.5,316
2020-01-23,Tamil Nadu,133,1,25337,2660,0.05,4,2,94.47,19.1,49.5,316
2020-01-24,Tamil Nadu,0,0,6745,100,0.0,0,0,35.65,39.6,90.5,316
2020-01-25,Tamil Nadu,0,0,28849,100,0.0,0,0,61.01,34.9,54.6,316
2020-01-26,Tamil Nadu,308,2,44827,9240,0.0333,15,1,58.19,38.2,56.1,316
2020-01-27,Tamil Nadu,0,0,37261,100,0.0,0,0,54.7,23.3,92.6,316
2020-01-28,Tamil Nadu,185,1,42781,3885,0.0476,12,2,66.44,19.6,68.2,316
2020-01-29,Tamil Nadu,533,9,40241,12792,0.0417,16,7,80.2,34.4,89.8,316
2020-01-30,Tamil Nadu,0,0,41417,100,0.0,0,0,52.72,36.9,73.5,316
2020-01-31,Tamil Nadu,54,0,37444,1998,0.027,2,0,46.5,36.3,74.2,316
2020-02-01,Tamil Nadu,0,0,47961,100,0.0,0,0,41.44,23.6,53.6,316
2020-02-02,Tamil Nadu,0,0,25591,100,0.0,0,0,68.36,26.4,84.5,316
2020-02-03,Tamil Nadu,0,0,17636,100,0.0,0,0,55.2,32.1,90.7,316
2020-02-04,Tamil Nadu,490,3,7998,16660,0.0294,33,8,66.79,31.7,81.7,316
2020-02-05,Tamil Nadu,220,2,32482,8580,0.0256,11,1,55.38,20.8,46.7,316
2020-02-06,Tamil Nadu,266,2,26944,6118,0.0435,16,5,47.97,31.4,57.9,316
2020-02-07,Tamil Nadu,354,3,38573,13452,0.0263,17,6,55.39,20.8,47.9,316
2020-02-08,Tamil Nadu,174,3,26071,3306,0.0526,7,1,63.75,33.6,73.7,316
2020-02-09,Tamil Nadu,129,1,49396,4257,0.0303,5,0,66.95,31.1,71.3,316
2020-02-10,Tamil Nadu,422,2,17224,15614,0.027,29,4,63.04,35.6,42.6,316
2020-02-11,Tamil Nadu,1,0,15991,100,0.01,0,0,91.87,38.6,58.8,316
2020-02-12,Tamil Nadu,0,0,40515,100,0.0,0,0,93.43,23.0,78.8,316
2020-02-13,Tamil Nadu,599,9,23313,9584,0.0625,37,5,98.18,27.9,46.1,316
2020-02-14,Tamil Nadu,820,12,34655,17220,0.0476,41,15,58.8,25.6,64.4,316
2020-02-15,Tamil Nadu,157,3,38426,5024,0.0312,6,2,79.4,21.3,61.6,316
2020-02-16,Tamil Nadu,0,0,35294,100,0.0,0,0,75.32,25.2,48.9,316
2020-02-17,Tamil Nadu,0,0,21767,100,0.0,0,0,89.6,38.7,94.9,316
2020-02-18,Tamil Nadu,326,3,21611,12062,0.027,25,2,42.66,28.2,41.9,316
2020-02-19,Tamil Nadu,232,3,32906,8120,0.0286,8,2,88.33,25.7,41.9,316
2020-02-20,Tamil Nadu,215,1,15719,4945,0.0435,17,2,79.71,19.2,74.7,316
2020-02-21,Tamil Nadu,375,6,46587,10875,0.0345,29,2,95.55,24.4,77.9,316
2020-02-22,Tamil Nadu,370,3,15296,12950,0.0286,15,6,37.69,18.9,73.1,316
2020-02-23,Tamil Nadu,169,3,8796,3211,0.0526,10,2,42.57,27.5,58.8,316
2020-02-24,Tamil Nadu,0,0,24481,100,0.0,0,0,40.64,18.8,79.6,316
2020-02-25,Tamil Nadu,471,6,24729,8478,0.0556,28,4,44.03,29.9,64.2,316
2020-02-26,Tamil Nadu,0,0,7812,100,0.0,0,0,57.29,26.9,80.3,316
2020-02-27,Tamil Nadu,613,3,13743,11647,0.0526,28,9,52.02,31.9,77.9,316
2020-02-28,Tamil Nadu,0,0,27118,100,0.0,0,0,69.52,19.4,88.2,316
2020-02-29,Tamil Nadu,61,0,30100,2013,0.0303,2,0,35.79,29.5,88.6,316
2020-03-01,Tamil Nadu,527,6,8182,11594,0.0455,36,9,62.47,22.0,75.6,316
2020-03-02,Tamil Nadu,0,0,10663,100,0.0,0,0,93.59,29.1,76.1,316
2020-03-03,Tamil Nadu,53,0,32260,1696,0.0312,2,0,74.41,31.0,56.1,316
2020-03-04,Tamil Nadu,129,1,47918,4773,0.027,9,0,47.06,22.3,67.6,316
2020-03-05,Tamil Nadu,0,0,9094,100,0.0,0,0,93.75,39.1,82.5,316
2020-03-06,Tamil Nadu,203,1,30597,3654,0.0556,13,3,43.09,32.0,81.1,316
2020-03-07,Tamil Nadu,358,6,16157,8234,0.0435,16,6,83.56,26.1,49.2,316
2020-03-08,Tamil Nadu,0,0,19705,100,0.0,0,0,30.94,27.2,76.6,316
2020-03-09,Tamil Nadu,37,0,42840,629,0.0588,1,0,94.12,26.9,54.8,316
2020-03-10,Tamil Nadu,325,5,17976,8450,0.0385,15,1,57.32,32.4,54.0,316
2020-03-11,Tamil Nadu,281,3,21340,9554,0.0294,13,3,96.16,22.5,61.0,316
2020-03-12,Tamil Nadu,281,3,15923,10959,0.0256,15,3,91.12,22.5,42.2,316
2020-03-13,Tamil Nadu,404,6,37969,9292,0.0435,12,3,51.65,31.6,49.5,316
2020-03-14,Tamil Nadu,192,2,43655,6720,0.0286,6,3,70.74,35.5,63.7,316
2020-03-15,Tamil Nadu,0,0,49334,100,0.0,0,0,43.95,28.9,89.5,316
2020-03-16,Tamil Nadu,714,11,46740,17850,0.04,41,7,97.69,31.4,80.1,316
2020-03-17,Tamil Nadu,0,0,31456,100,0.0,0,0,66.5,33.0,54.8,316
2020-03-18,Tamil Nadu,40,0,12172,920,0.0435,2,0,48.19,24.6,76.4,316
2020-03-19,Tamil Nadu,1050,16,22467,22050,0.0476,67,11,57.64,23.6,48.6,316
2020-03-20,Tamil Nadu,253,4,26555,5060,0.05,19,2,89.27,21.5,41.2,316
2020-03-21,Tamil Nadu,527,8,32946,15283,0.0345,41,7,82.74,23.4,77.1,316
2020-03-22,Tamil Nadu,617,5,33615,15425,0.04,33,4,81.06,23.2,58.8,316
2020-03-23,Tamil Nadu,212,2,43585,6784,0.0312,6,3,70.48,37.6,66.7,316
2020-03-24,Tamil Nadu,429,6,25828,14586,0.0294,12,4,81.64,21.3,67.8,316
2020-03-25,Tamil Nadu,691,5,26831,25567,0.027,26,7,52.14,20.1,63.8,316
2020-03-26,Tamil Nadu,281,2,13847,5901,0.0476,12,4,72.84,27.4,53.1,316
2020-03-27,Tamil Nadu,438,4,48402,14892,0.0294,20,3,38.15,37.4,64.2,316
2020-03-28,Tamil Nadu,507,9,9558,10140,0.05,27,9,80.38,20.5,49.8,316
2020-03-29,Tamil Nadu,1283,21,26891,32075,0.04,73,17,74.24,27.7,77.4,316
2020-03-30,Tamil Nadu,809,7,19601,29124,0.0278,40,12,74.36,26.4,73.7,316
2020-03-31,Tamil Nadu,1019,17,14980,36684,0.0278,53,16,68.23,32.3,68.4,316
2020-04-01,Tamil Nadu,369,2,13922,14391,0.0256,13,7,96.28,25.4,75.2,316
2020-04-02,Tamil Nadu,653,8,40682,23508,0.0278,47,4,30.1,27.9,48.5,316
2020-04-03,Tamil Nadu,778,4,36617,21784,0.0357,62,12,96.72,21.6,52.2,316
2020-04-04,Tamil Nadu,757,5,25077,18925,0.04,50,5,66.7,23.9,85.6,316
2020-04-05,Tamil Nadu,476,5,7014,10948,0.0435,22,5,86.37,32.4,64.0,316
2020-04-06,Tamil Nadu,811,11,23018,14598,0.0556,64,12,50.37,19.3,42.5,316
2020-04-07,Tamil Nadu,577,6,27680,13848,0.0417,34,11,44.08,29.5,59.0,316
2020-04-08,Tamil Nadu,581,7,6835,22659,0.0256,18,7,53.51,22.0,57.8,316
2020-04-09,Tamil Nadu,1199,13,9338,31174,0.0385,64,16,64.43,34.1,71.2,316
2020-04-10,Tamil Nadu,941,8,41161,36699,0.0256,56,11,36.72,26.7,68.3,316
2020-04-11,Tamil Nadu,1184,17,33251,43808,0.027,85,14,64.88,39.5,92.1,316
2020-04-12,Tamil Nadu,746,7,32516,14174,0.0526,34,4,31.45,26.7,91.8,316
2020-04-13,Tamil Nadu,931,12,23474,16758,0.0556,37,5,82.82,21.2,87.8,316
2020-04-14,Tamil Nadu,1275,18,8991,31875,0.04,48,18,93.06,33.8,59.2,316
2020-04-15,Tamil Nadu,467,9,17491,13543,0.0345,28,5,73.27,25.5,41.6,316
2020-04-16,Tamil Nadu,1241,13,22578,18615,0.0667,98,19,35.91,26.7,68.5,316
2020-04-17,Tamil Nadu,1185,12,37481,36735,0.0323,69,8,46.44,25.5,50.8,316
2020-04-18,Tamil Nadu,1287,9,10441,48906,0.0263,94,12,50.32,22.5,66.1,316
2020-04-19,Tamil Nadu,656,9,20925,15744,0.0417,31,9,65.16,22.3,80.2,316
2020-04-20,Tamil Nadu,1148,19,22864,18368,0.0625,87,10,46.27,24.5,64.3,316
2020-04-21,Tamil Nadu,857,12,49469,16283,0.0526,27,4,85.26,29.7,71.8,316
2020-04-22,Tamil Nadu,746,4,17314,20142,0.037,39,6,42.84,35.1,51.0,316
2020-04-23,Tamil Nadu,1124,22,7026,30348,0.037,38,6,88.48,27.6,40.2,316
2020-04-24,Tamil Nadu,1672,30,26164,58520,0.0286,117,23,43.53,28.4,77.5,316
2020-04-25,Tamil Nadu,980,18,33082,26460,0.037,54,5,94.55,21.9,69.1,316
2020-04-26,Tamil Nadu,1902,32,30041,57060,0.0333,107,16,83.18,30.4,87.1,316
2020-04-27,Tamil Nadu,1451,23,19630,23216,0.0625,71,21,93.58,27.2,57.3,316
2020-04-28,Tamil Nadu,1632,17,14872,60384,0.027,54,20,64.6,30.9,60.0,316
2020-04-29,Tamil Nadu,1717,33,20795,30906,0.0556,57,20,36.64,31.2,55.5,316
2020-04-30,Tamil Nadu,1559,14,47011,57683,0.027,70,19,70.93,19.5,75.8,316
2020-05-01,Tamil Nadu,2434,42,17128,73020,0.0333,94,32,96.15,29.4,85.8,316
2020-05-02,Tamil Nadu,1277,20,14832,33202,0.0385,39,12,34.36,29.5,85.0,316
2020-05-03,Tamil Nadu,1635,13,49935,26160,0.0625,84,10,38.51,35.0,43.7,316
2020-05-04,Tamil Nadu,1201,22,40690,34829,0.0345,86,19,39.18,31.0,77.0,316
2020-05-05,Tamil Nadu,1841,26,10004,68117,0.027,129,27,52.94,26.3,89.3,316
2020-05-06,Tamil Nadu,1936,10,16055,73568,0.0263,150,30,99.57,33.1,41.9,316
2020-05-07,Tamil Nadu,1598,18,22565,31960,0.05,82,17,74.33,35.9,56.3,316
2020-05-08,Tamil Nadu,2053,16,13678,67749,0.0303,130,38,31.12,36.8,68.7,316
2020-05-09,Tamil Nadu,1620,18,29766,48600,0.0333,89,27,82.06,31.0,69.7,316
2020-05-10,Tamil Nadu,1963,22,33758,31408,0.0625,113,17,46.11,31.4,68.8,316
2020-05-11,Tamil Nadu,2242,13,18861,69502,0.0323,162,16,55.71,30.9,55.6,316
2020-05-12,Tamil Nadu,2367,46,22813,73377,0.0323,126,42,35.6,36.1,71.4,316
2020-05-13,Tamil Nadu,2040,11,8665,57120,0.0357,151,33,43.79,31.7,83.7,316
2020-05-14,Tamil Nadu,1912,35,36983,30592,0.0625,143,24,78.18,39.5,53.0,316
2020-05-15,Tamil Nadu,1988,14,23773,45724,0.0435,63,14,61.73,23.4,54.2,316
2020-05-16,Tamil Nadu,1880,34,21838,35720,0.0526,147,21,96.36,21.0,82.2,316
